Code du Terme;Descripteur en majuscules;Descripteur en typo riche;Champ sémantique;Synonymes;Synonymes métier;TG (Terme Générique);TS (Termes Spécifiques);TA (Termes Associés);NE (Note d’Explication);NA (Note d’Application);Note de version;ex-synonyme V-1;Code arborescence
34258;TACE;TACE;342 COMMERCE INTERNATIONAL;technique administrative commerce extérieur###technique administrative commerciale exportation;;Exportation - 34256;;TACE - 34258###Transport international marchandise - 31847;Techniques Administratives du Commerce Extérieur.;Employé pour les formations permettant de maîtriser l'administration de l'exportation : documents, transit, financement, règlement et garanties.;;;L0A2A2A0A1
34273;IMPORTATION;Importation;342 COMMERCE INTERNATIONAL;import;;Import export - 34285;Achat international - 34292;;Action d'introduire dans un pays des produits achetés à l'étranger.;;;;L0A2A2A1
34292;ACHAT INTERNATIONAL;Achat international;342 COMMERCE INTERNATIONAL;;;Importation - 34273;;Achat - 34024###Achat international - 34292###Approvisionnement - 31660;Étude des marchés et fournisseurs internationaux, connaissance des modalités commerciales liées aux achats à l'étranger.;;;;L0A2A2A1A0
34287;LOGISTIQUE INTERNATIONALE;Logistique internationale;342 COMMERCE INTERNATIONAL;;;Commerce international - 34254;;Logistique - 31845###Logistique hospitalière - 43419###Logistique internationale - 34287###Transport international marchandise - 31847;Organisation des opérations liées à l'approvisionnement, la manutention, le stockage et la distribution dans le cadre d'un échange international.;;;;L0A2A3
34271;NEGOCIATION INTERNATIONALE;Négociation internationale;342 COMMERCE INTERNATIONAL;négociation marché international###négociation milieu anglo-saxon;;Commerce international - 34254;;Méthodologie négociation - 15005###Négociation internationale - 34271;;Employé pour les formations aux techniques de négociation commerciale avec des partenaires étrangers.;;;L0A2A4
34232;REGLEMENTATION COMMERCE INTERNATIONAL;Réglementation commerce international;342 COMMERCE INTERNATIONAL;LTA###carnet ATA###carnet CE###certificat origine###document accompagnement exportation###lettre transport aérien###réglementation commerce extérieur;;Commerce international - 34254;Incoterm - 34211;Douane - 42809###Droit - 13254###Droit international - 13267###Droit transport - 31894###Procédure douanière - 31859###Réglementation commerce international - 34232###Transport international marchandise - 31847;;;;;L0A2A5
34211;INCOTERM;Incoterm;342 COMMERCE INTERNATIONAL;CAF###FAB###FOB###INternational COmmercial terms###coût assurance et fret###franco à bord###free on board;;Réglementation commerce international - 34232;;;Termes de commerce international (exprimés par des sigles, acronymes et abréviations) définissant les obligations respectives et le partage des responsabilités entre vendeur et acheteur.;;;;L0A2A5A0
34054;GESTION COMMERCIALE ACHATS;Gestion commerciale achats;340 GESTION COMMERCIALE ACHATS;gestion commerciale informatisée;;Commerce, marketing, finance;Achat - 34024###Administration ventes - 34056###Gestion relation client - 34076###Marketing - 34052###Publicité - 34074###Satisfaction client - 34037###Stratégie commerciale - 34085;Commerce - 34554###Commerce international - 34254###Droit commercial - 13272###Gestion commerciale achats - 34054###Secrétariat assistanat commercial - 35028;;Employé pour les formations globales à la gestion commerciale.;;;L0A3
34024;ACHAT;Achat;340 GESTION COMMERCIALE ACHATS;achat e-commerce###achat industriel###e-achat###gestion achat###procurement management;acheteur###acheteur e-commerce###acheteuse###acheteuse e-commerce###directeur des achats###directrice des achats###ingénieur des achats###ingénieure des achats###procurement manager###responsable des achats industriels;Gestion commerciale achats - 34054;Achat responsable - 34025###Centrale achat - 34003###Gestion fournisseur - 34022###Marketing achat - 34016###Négociation achat - 34002###Qualité achat - 34005;Achat - 34024###Achat international - 34292###Approvisionnement - 31660;Fonction essentiellement commerciale consistant à prospecter les marchés et à mener une négociation d'achat.;Employé pour les formations générales à la fonction d'acheteur. Pour les formations portant plus précisément sur les méthodes de négociation, employer [[NÉGOCIATION ACHAT]] 34002.;;;L0A3A0
34025;ACHAT RESPONSABLE;Achat responsable;340 GESTION COMMERCIALE ACHATS;achat durable###achat solidaire###achat écoresponsable###achat équitable;;Achat - 34024;;Achat responsable - 34025###Responsabilité sociétale entreprise - 32008;L'achat responsable consiste à revisiter ses besoins, à intégrer des critères environnementaux et sociaux ainsi qu'une logique de cycle de vie et de coût global dans son processus achats.;;;;L0A3A0A0
34003;CENTRALE ACHAT;Centrale achat;340 GESTION COMMERCIALE ACHATS;;;Achat - 34024;;Centrale achat - 34003###Commerce gros - 34575;Organisme qui sélectionne des gammes d'articles, regroupe les commandes d'un ensemble de membres adhérents (détaillants ou grossistes), réalise les achats aux meilleures conditions.;;;;L0A3A0A1
34022;GESTION FOURNISSEUR;Gestion fournisseur;340 GESTION COMMERCIALE ACHATS;audit fournisseur###sourcing###sélection fournisseur###évaluation fournisseur;;Achat - 34024;;;;Employé pour les formations destinées aux personnes du service achat chargées de la gestion des fournisseurs (sélection, évaluation, négociation, relations, etc.).;;;L0A3A0A2
34016;MARKETING ACHAT;Marketing achat;340 GESTION COMMERCIALE ACHATS;étude devis;;Achat - 34024;;;Application des concepts de la démarche marketing aux fournisseurs (marché amont), notamment en ce qui concerne les études de devis déterminant l'acte d'achat.;;;;L0A3A0A3
34002;NEGOCIATION ACHAT;Négociation achat;340 GESTION COMMERCIALE ACHATS;;;Achat - 34024;;Méthodologie négociation - 15005###Négociation achat - 34002###Négociation commerciale - 34582;;;;;L0A3A0A4
34005;QUALITE ACHAT;Qualité achat;340 GESTION COMMERCIALE ACHATS;qualité approvisionnement;;Achat - 34024;;;Application de la démarche qualité à la fonction achat.;;;;L0A3A0A5
34056;ADMINISTRATION VENTES;Administration ventes;340 GESTION COMMERCIALE ACHATS;ADV###gestion clientèle###gestion commande###gestion contrat vente###gestion fichier client###gestion vente###tenue fichier client;contract manager###gestionnaire contrat vente;Gestion commerciale achats - 34054;Facturation - 34078###Gestion risque client - 34088###Prix vente - 34038###Relance impayé - 34058;Administration ventes - 34056###Vente distribution - 34566;;Employé pour les formations à l'ensemble des opérations liées à l'exécution des commandes.;;;L0A3A1
34078;FACTURATION;Facturation;340 GESTION COMMERCIALE ACHATS;facturation automatisée###facturation informatisée;;Administration ventes - 34056;;Comptabilité générale - 32667###Facturation - 34078###Logiciel gestion comptable commerciale - 70654;;;;;L0A3A1A0
34088;GESTION RISQUE CLIENT;Gestion risque client;340 GESTION COMMERCIALE ACHATS;crédit client###crédit manager;;Administration ventes - 34056;;;;Employé pour les formations destinées aux personnes en charge du crédit client et de la gestion des risques associés.;;;L0A3A1A1
34038;PRIX VENTE;Prix vente;340 GESTION COMMERCIALE ACHATS;marge commerciale###étude prix;;Administration ventes - 34056;Devis - 34018;Analyse valeur - 31470###Prix revient - 32691###Prix vente - 34038;;;;;L0A3A1A2
34018;DEVIS;Devis;340 GESTION COMMERCIALE ACHATS;;;Prix vente - 34038;;Devis - 34018###Devis imprimerie - 46095###Métré BTP - 22232;"État détaillé et estimatif du prix que devra payer le client en échange d'un produit ou d'un service ; il constitue un avant-projet et non un engagement formel.";Employé pour les formations aux techniques de rédaction de devis. Pour celles consacrées aux études de devis, employer [[MARKETING ACHAT]] 34016.;;;L0A3A1A2A0
34058;RELANCE IMPAYE;Relance impayé;340 GESTION COMMERCIALE ACHATS;gestion impayé###prévention impayé###scoring;;Administration ventes - 34056;;Back office - 41096###Recouvrement créance - 13280###Relance impayé - 34058###Trésorerie - 32611;;Employé pour les formations à la prévention et aux différents moyens de recouvrement des impayés. Pour les formations s'attachant exclusivement à l'aspect juridique et abordant les procédures judiciaires du recouvrement, employer [[RECOUVREMENT CRÉANCE]] 13280.;;;L0A3A1A3
34076;GESTION RELATION CLIENT;Gestion relation client;340 GESTION COMMERCIALE ACHATS;CRM###GRC###customer relationship management###e-CRM###e-customer relationship management###fidélisation client;responsable CRM###responsable customer relationship management###responsable e-CRM###responsable e-customer relationship management;Gestion commerciale achats - 34054;;;Ensemble des actions mises en oeuvre par l'entreprise pour conquérir et fidéliser sa clientèle.;Ne pas confondre avec [[SATISFACTION CLIENT]] 34037.;;;L0A3A2
34052;MARKETING;Marketing;340 GESTION COMMERCIALE ACHATS;category management###géomarketing###mercatique###plan marketing###stratégie marketing###trade marketing;category manager###marketeur###marketeuse###responsable marketing;Gestion commerciale achats - 34054;Marketing digital - 34093###Marketing opérationnel - 34053###Marketing sectoriel - 34071###Marketing stratégique - 34057;Marketing - 34052###Marketing international - 34260###Secrétariat assistanat marketing - 35023;Ensemble des techniques visant à connaître, prévoir, stimuler les besoins des consommateurs et adapter l'appareil productif et commercial en conséquence.;Employé uniquement pour les formations aux techniques générales du marketing. Préférer des descripteurs plus précis : [[MARKETING ACHAT]] 34016, [[MARKETING INTERNATIONAL]] 34260, [[MARKETING SECTORIEL]] 34071, etc.;;;L0A3A3
34093;MARKETING DIGITAL;Marketing digital;340 GESTION COMMERCIALE ACHATS;Growth Hacking###Growth marketing###Traffic Management###content marketing###cybermarketing###data marketing###digital marketing###e-mailing###e-marketing###emailing###m-marketing###marketing données###marketing internet###marketing numérique###marketing électronique###mobile marketing###webmarketing;Growth Hacker###chargé acquisition online###chargé de marketing digital###chargée acquisition online###chargée de marketing digital###chef de projet marketing digital###cheffe de projet marketing digital###digital marketer###mobile marketer###responsable acquisition online###responsable marketing digital###traffic manager###webmarketer;Marketing - 34052;;Communication d'influence - 46350###E-commerce - 34530###E-réputation - 46330###Gestion données massives - 31023###Marketing digital - 34093###Marketing international - 34260;;Employé pour les formations au marketing direct utilisant les médias électroniques.;;;L0A3A3A0
34053;MARKETING OPERATIONNEL;Marketing opérationnel;340 GESTION COMMERCIALE ACHATS;;;Marketing - 34052;Marketing direct - 34072###Marketing mix - 34031###Étude marché - 34060###Étude produit - 34040;;Désigne l’ensemble des techniques marketing mises en œuvre pour atteindre les objectifs définis par le marketing stratégique.;;;;L0A3A3A1
34072;MARKETING DIRECT;Marketing direct;340 GESTION COMMERCIALE ACHATS;fundraising;fundraiser;Marketing opérationnel - 34053;Publipostage - 34092;Marketing direct - 34072###Vente par téléphone - 34501;Technique de marketing qui a pour mission de créer avec des prospects ciblés, une relation personnelle, qualifiable et durable.;Employé notamment pour l'élaboration de stratégie de collecte de fonds.;;;L0A3A3A1A0
34092;PUBLIPOSTAGE;Publipostage;340 GESTION COMMERCIALE ACHATS;bus-mailing###mailing;;Marketing direct - 34072;;;Prospection publicitaire, démarchage ou vente effectués par voie postale directement auprès du consommateur pour lui proposer des produits ou des services à des conditions avantageuses.;;;;L0A3A3A1A0A0
34031;MARKETING MIX;Marketing mix;340 GESTION COMMERCIALE ACHATS;;;Marketing opérationnel - 34053;;;Processus de commercialisation d'un produit prenant en compte les caractéristiques du produit, du marché, la manière dont le produit sera lancé, ses canaux de distribution et son prix.;;;;L0A3A3A1A1
34060;ETUDE MARCHE;Étude marché;340 GESTION COMMERCIALE ACHATS;;chargé d'études commerciales###chargée d'études commerciales;Marketing opérationnel - 34053;;Sondage - 11029###Étude marché - 34060;Étude conjoncturelle des débouchés d'un produit donné, visant à cibler la clientèle et à adapter la production aux demandes.;;;;L0A3A3A1A2
34040;ETUDE PRODUIT;Étude produit;340 GESTION COMMERCIALE ACHATS;;;Marketing opérationnel - 34053;Chef produit - 34030;Création graphique - 46081###Esthétique industrielle - 45006###Étude produit - 34040;;;;;L0A3A3A1A3
34030;CHEF PRODUIT;Chef produit;340 GESTION COMMERCIALE ACHATS;;Product Manager###chef produit digital###chef produit multimédia###chef produit web###chef produit web mobile###cheffe produit digital###cheffe produit multimédia###cheffe produit web###cheffe produit web mobile###gestionnaire produit###ingénieur produit###ingénieure produit;Étude produit - 34040;;;Responsable de la gestion commerciale d'un produit ou d'une famille de produits.;;;;L0A3A3A1A3A0
34071;MARKETING SECTORIEL;Marketing sectoriel;340 GESTION COMMERCIALE ACHATS;marketing agricole###marketing culinaire###marketing produit pharmaceutique###marketing services###marketing édition###marketing éditorial;;Marketing - 34052;Marketing industriel - 34091;Marketing bancaire - 41040###Marketing documentaire - 46362###Marketing secteur social - 44086###Marketing sectoriel - 34071###Marketing touristique - 42659###Yield management - 42661;;Employé pour les formations au marketing appliqué à un secteur particulier (produits pharmaceutiques, agricoles, etc.).;;;L0A3A3A2
34091;MARKETING INDUSTRIEL;Marketing industriel;340 GESTION COMMERCIALE ACHATS;marketing technologique;;Marketing sectoriel - 34071;;;Application spécifique des concepts de la démarche marketing en milieu industriel.;;;;L0A3A3A2A0
34057;MARKETING STRATEGIQUE;Marketing stratégique;340 GESTION COMMERCIALE ACHATS;marketing développement;;Marketing - 34052;Gestion marque - 34059###Marketing éthique - 34073;;Permet de fixer des objectifs marketing (produits, marchés, etc.) pour le développement des marchés de l’entreprise en s’appuyant sur les résultats d’études et d’analyses.;;;;L0A3A3A3
34059;GESTION MARQUE;Gestion marque;340 GESTION COMMERCIALE ACHATS;brand management###brand marketing###capital marque###image marque;brand manager###coach marque###directeur marque###directrice marque;Marketing stratégique - 34057;;E-réputation - 46330###Gestion marque - 34059;Gestion et développement du capital de marque de l'entreprise.;;;;L0A3A3A3A0
34073;MARKETING ETHIQUE;Marketing éthique;340 GESTION COMMERCIALE ACHATS;marketing durable###marketing vert###écomarketing;;Marketing stratégique - 34057;;;Consiste à proposer aux consommateurs de faire un achat ou d'adhérer à une marque impliquée dans une cause. Il s'intéresse donc aux principes moraux à travers la commercialisation.;;;;L0A3A3A3A1
34074;PUBLICITE;Publicité;340 GESTION COMMERCIALE ACHATS;PLV###achat vente espaces publicitaires###activité commerciale publicité###campagne publicitaire###conception rédaction publicitaire###création publicité###direction artistique publicité###distribution directe publicité###e-publicité###planification médias publicité###production fabrication publicité###publicité sur lieu vente###régie publicitaire###stratégie communication publicitaire###stratégie communication publicité###support communication publicité;assistant technique publicité###assistante technique publicité###chef projet communication publicitaire###chef projet communication publicité###chef publicité###cheffe projet communication publicitaire###cheffe projet communication publicité###cheffe publicité###commercial publicité###commercial publicité locale###commerciale publicité###commerciale publicité locale###concepteur produit communication sur lieu de vente###conceptrice produit communication sur lieu de vente###publiciste;Gestion commerciale achats - 34054;;Création graphique - 46081###Graphisme publicité - 46090###Publicité - 34074###Service Adwords - 72331;Activité ayant pour but de faire connaître une marque, d'inciter le public à acheter un produit ou un service.;;;;L0A3A4
34037;SATISFACTION CLIENT;Satisfaction client;340 GESTION COMMERCIALE ACHATS;traitement réclamation client;responsable service clients###responsable service clients online;Gestion commerciale achats - 34054;Développement sens commercial - 34026###Service après-vente - 34027;Entretien vente - 34592###Satisfaction client - 34037;;Employé pour les formations ayant pour objectif la recherche et le développement de la satisfaction du client par l'amélioration de l'accueil et de la communication, notamment par le traitement efficace des réclamations.;;;L0A3A5
34026;DEVELOPPEMENT SENS COMMERCIAL;Développement sens commercial;340 GESTION COMMERCIALE ACHATS;PNL vente###communication vente###programme neurolinguistique vente;;Satisfaction client - 34037;;;;Employé pour les formations de sensibilisation destinées à développer les capacités de communication et de négociation du personnel en relation avec la clientèle. Pour les formations destinées aux personnes des services après-vente, employer [[SERVICE APRÈS-VENTE]] 34027.;;;L0A3A5A0
34027;SERVICE APRES-VENTE;Service après-vente;340 GESTION COMMERCIALE ACHATS;SAV;;Satisfaction client - 34037;;;;Employé pour les formations visant à développer le sens commercial des personnes du service après-vente en contact avec la clientèle.;;;L0A3A5A1
34085;STRATEGIE COMMERCIALE;Stratégie commerciale;340 GESTION COMMERCIALE ACHATS;Digital Business Development###plan action commerciale###politique commerciale entreprise;Business Developer###Digital Business Developer###responsable développement;Gestion commerciale achats - 34054;;Action commerciale - 34573###Stratégie commerciale - 34085;Élaboration de la politique commerciale de l'entreprise : conception d'un plan d'action commerciale et détermination des objectifs à atteindre et des moyens à mettre en place après analyse et évaluation des différentes composantes du marché.;Pour les formations à sa mise en œuvre, employer [[ACTION COMMERCIALE]] 34573.;;;L0A3A6
42154;IMMOBILIER;Immobilier;421 IMMOBILIER;chasse immobilière###immobilier international###marché immobilier###économie immobilière;administrateur de biens###administratrice de biens###chasseur immobilier;Commerce, marketing, finance;Agence immobilière - 42184###Commercialisation immobilière - 42158###Diagnostic immobilier - 42101###Expertise immobilière - 42137###Financement immobilier - 42178###Gestion immobilière - 42133###Logement social - 42171###Promotion immobilière - 42186;Droit immobilier - 13286###Fiscalité immobilière - 13321###Immobilier - 42154###Secrétariat assistanat immobilier - 35011;;Employé pour les formations générales à l'immobilier ou pour les formations à un aspect spécifique ne faisant pas l'objet d'un descripteur. Pour l'immobilier à caractère social, employer [[LOGEMENT SOCIAL]] 42171.;;;L0A4
42184;AGENCE IMMOBILIERE;Agence immobilière;421 IMMOBILIER;;agent immobilier###agente immobilière;Immobilier - 42154;;;;Employé pour les formations à la création, la gestion et l'animation d'une agence immobilière.;;;L0A4A0
42158;COMMERCIALISATION IMMOBILIERE;Commercialisation immobilière;421 IMMOBILIER;location immobilière###négociation immobilière###transaction immobilière###vente immobilière;;Immobilier - 42154;Valorisation immobilière - 42159;Commercialisation immobilière - 42158###Service location - 42027;;Employé pour les formations à la vente de biens immobiliers. Pour la gestion des biens en location, employer [[GESTION LOCATIVE]] 42121.;;;L0A4A1
42159;VALORISATION IMMOBILIERE;Valorisation immobilière;421 IMMOBILIER;home staging###mise en scène immobilière###valorisation résidentielle;home stager;Commercialisation immobilière - 42158;;Architecture intérieure - 45015###Valorisation immobilière - 42159;Mise en valeur d'un bien immobilier afin de le rendre plus attrayant et mieux le vendre ou le louer.;;;;L0A4A1A0
42101;DIAGNOSTIC IMMOBILIER;Diagnostic immobilier;421 IMMOBILIER;dossier diagnostic technique immobilier###gestion cabinet diagnostic immobilier;diagnostiqueur immobilier###diagnostiqueuse immobilier;Immobilier - 42154;Diagnostic amiante - 42103###Diagnostic installation intérieure gaz - 42106###Diagnostic installation intérieure électrique - 42108###Diagnostic performance énergétique - 42105###Diagnostic plomb - 42102###Diagnostic prêt taux zéro - 42109###Diagnostic technique loi SRU - 42110###Mesurage locaux - 42116###État parasitaire - 42104###État risque naturel technologique - 42107;Diagnostic immobilier - 42101###Risque sanitaire bâtiment - 22201;Sous ce terme générique, on désigne l'ensemble des éléments de contrôle technique (états, constats et diagnostics) auquel peuvent être soumis les biens mis en vente ou en location (présence de termites, d'amiante et de plomb, mesurage des logements, performance énergétique, installation intérieure de gaz, état des risques naturels et technologiques, etc.).;Employé pour les formations à l’ensemble des diagnostics immobiliers ou pour les formations au diagnostic pour lequel il n’existe pas de descripteur. Egalement employé pour les formations à la gestion des entreprises ou cabinets spécialisés dans les diagnostics immobiliers.;;;L0A4A2
42103;DIAGNOSTIC AMIANTE;Diagnostic amiante;421 IMMOBILIER;DTA###certification amiante###dossier technique amiante###repérage amiante###réglementation amiante;;Diagnostic immobilier - 42101;;Diagnostic amiante - 42103###Risque amiante - 22265;Diagnostic à fournir lors de la vente de locaux dont le permis de construire a été délivré avant le 1er juillet 1997, cet état signale la présence ou l'absence d'amiante dans une série de matériaux et produits utilisés dans la construction de ces bâtiments. La recherche d'amiante est également obligatoire avant travaux ou avant démolition.;Employé pour les formations aux capacités nécessaires au repérage et au diagnostic de l'amiante dans les bâtiments. Pour les formations aux risques liés au traitement de l'amiante, employer [[RISQUE AMIANTE]] 22265.;;;L0A4A2A0
42106;DIAGNOSTIC INSTALLATION INTERIEURE GAZ;Diagnostic installation intérieure gaz;421 IMMOBILIER;certification gaz###diagnostic gaz;;Diagnostic immobilier - 42101;;Diagnostic installation intérieure gaz - 42106###Gaz - 24189###Installation gaz - 22694;Diagnostic à fournir lors de la vente d'un local à usage d'habitation comportant une installation intérieure de gaz naturel réalisée depuis plus de quinze ans.;;;;L0A4A2A1
42108;DIAGNOSTIC INSTALLATION INTERIEURE ELECTRIQUE;Diagnostic installation intérieure électrique;421 IMMOBILIER;diagnostic électrique;;Diagnostic immobilier - 42101;;Diagnostic installation intérieure électrique - 42108###Installation électrique - 24066;Diagnostic à fournir lors de la vente d'un local à usage d'habitation comportant une installation intérieure électrique réalisée depuis plus de quinze ans.;;;;L0A4A2A2
42105;DIAGNOSTIC PERFORMANCE ENERGETIQUE;Diagnostic performance énergétique;421 IMMOBILIER;DPE###certification performance énergétique bâtiment;;Diagnostic immobilier - 42101;;Audit énergétique - 24111###Audit énergétique bâtiment - 22215###Conseil énergie - 24170###Diagnostic performance énergétique - 42105;Permet d'estimer la consommation d'énergie et le taux d'émission de gaz à effet de serre des logements et autres biens immobiliers mis en vente ou en location. Ce diagnostic est obligatoire, mais il ne revêt toutefois qu’une valeur informative.;;;;L0A4A2A3
42102;DIAGNOSTIC PLOMB;Diagnostic plomb;421 IMMOBILIER;CREP###certification plomb###constat risque exposition plomb###expertise plomb###repérage plomb;;Diagnostic immobilier - 42101;;Diagnostic plomb - 42102###Risque plomb - 22276;"Diagnostic à fournir lors de la vente de logements construits avant le 1er janvier 1949, le diagnostic plomb ou ""constat de risque d'exposition au plomb"" a pour but d'identifier les murs, cloisons, plafonds et autres surfaces comportant une peinture au plomb.";Employé pour les formations aux capacités nécessaires au repérage et au diagnostic du plomb dans les bâtiments (peintures, canalisations). Pour les formations aux risques liés au traitement des peintures au plomb, employer [[RISQUE PLOMB]] 22276.;;;L0A4A2A4
42109;DIAGNOSTIC PRET TAUX ZERO;Diagnostic prêt taux zéro;421 IMMOBILIER;PTZ###certificat habitabilité prêt taux zéro;;Diagnostic immobilier - 42101;;;Nécessaire à l'obtention d'un prêt à taux zéro (PTZ) quand il s'agit d'un bâtiment vieux de plus de 20 ans, le diagnostic prêt à taux zéro ou certificat de conformité aux normes de surface et d'habitabilité vise à s'assurer que le futur bénéficiaire de ce prêt se rend acquéreur d'un bâtiment de bonne qualité.;;;;L0A4A2A5
42110;DIAGNOSTIC TECHNIQUE LOI SRU;Diagnostic technique loi SRU;421 IMMOBILIER;loi SRU###loi Solidarité renouvellement urbain###mise en copropriété;;Diagnostic immobilier - 42101;;;"Prévu par la loi SRU (Solidarité renouvellement urbain) lors de le première mise en copropriété d'un immeuble de plus de quinze ans, ce diagnostic technique obligatoire porte ""constat de l'état apparent de la solidité du clos et du couvert et de celui des conduites et canalisations collectives ainsi que des équipements communs et de sécurité"".";;;;L0A4A2A6
42116;MESURAGE LOCAUX;Mesurage locaux;421 IMMOBILIER;calcul surface logement###loi Carrez###mesurage logement;;Diagnostic immobilier - 42101;;;Instauré par la loi Carrez, le mesurage réglementaire des locaux mis en vente dans le cadre d'une copropriété vise à améliorer la protection des acquéreurs de lots en instaurant une garantie de superficie.;;;;L0A4A2A7
42104;ETAT PARASITAIRE;État parasitaire;421 IMMOBILIER;certification termite###diagnostic parasitaire###diagnostic termite###parasite bois;;Diagnostic immobilier - 42101;;Traitement bois - 22890###État parasitaire - 42104;État concernant la présence ou l'absence de termites et autres insectes à larves xylophages à fournir lors de la vente de logements situés dans des zones délimitées par arrêté préfectoral.;Employé pour les formations aux capacités nécessaires pour repérer la présence des insectes et établir un diagnostic des dégradations occasionnées. Pour les formations à la mise en oeuvre de traitements contre les parasites du bois, employer [[TRAITEMENT BOIS]] 22890.;;;L0A4A2A8
42107;ETAT RISQUE NATUREL TECHNOLOGIQUE;État risque naturel technologique;421 IMMOBILIER;ERNT;;Diagnostic immobilier - 42101;;;L'état des risques naturels, technologiques ou sismiques est à fournir lors de la vente ou de la mise en location de biens situés dans une zone couverte par un plan de prévention des risques technologiques ou naturels, ou dans une zone de sismicité.;;;;L0A4A2A9
42137;EXPERTISE IMMOBILIERE;Expertise immobilière;421 IMMOBILIER;estimation immobilière;;Immobilier - 42154;;;Estimation de la valeur vénale ou locative de biens immobiliers : terrains, fonds de commerce, immeubles, etc. Il existe deux types d'expertises immobilières : l'expertise judiciaire effectuée sur désignation de l'expert par un tribunal et l'expertise amiable ou conventionnelle.;;;;L0A4A3
42178;FINANCEMENT IMMOBILIER;Financement immobilier;421 IMMOBILIER;accession propriété###financement logement###prêt immobilier;;Immobilier - 42154;;Crédit immobilier - 41094###Financement immobilier - 42178###Marché public - 13209###Marché travaux - 22259;;Employé pour les formations destinées aux particuliers ou aux professionnels du secteur dans ses aspects administratifs, financiers et juridiques. Ne pas confondre avec [[CRÉDIT IMMOBILIER]] 41094, destiné aux professionnels de la banque.;;;L0A4A4
42133;GESTION IMMOBILIERE;Gestion immobilière;421 IMMOBILIER;administration bien immobilier###assurance immeuble###comptabilité immobilière###gestion patrimoine bâti###gérance immobilière;;Immobilier - 42154;Copropriété - 42151###Gestion locative - 42121;Aménagement urbain - 12512###Gestion immobilière - 42133###Maintenance bâtiment - 22486###Nettoyage locaux - 42093###Surveillance gardiennage - 42810;;Employé également pour les formations à la gestion de l'entretien du patrimoine bâti.;;;L0A4A5
42151;COPROPRIETE;Copropriété;421 IMMOBILIER;charges copropriété###cohabitat###comptabilité copropriété###gestion copropriété###habitat participatif###syndic copropriété;;Gestion immobilière - 42133;;;Modalité de propriété en vertu de laquelle plusieurs personnes sont propriétaires d'un même bien sans division matérielle de celui-ci.;Employé pour les formations à la copropriété (droit, fonctionnement, gestion, etc.).;;;L0A4A5A0
42121;GESTION LOCATIVE;Gestion locative;421 IMMOBILIER;aide logement###calcul loyer###charges locatives###gérance locative###loyer impayé###état lieux;;Gestion immobilière - 42133;;Bail immobilier - 13297###Gestion locative - 42121###Service location - 42027;;Employé pour les formations à la gestion locative immobilière.;;;L0A4A5A1
42171;LOGEMENT SOCIAL;Logement social;421 IMMOBILIER;HLM###gestion logement social###habitation loyer modéré###immeuble social###location logement social###organisme HLM###vente logement social;gestionnaire résidence;Immobilier - 42154;;;;Employé pour les formations à la connaissance des organismes d'HLM, des sociétés d'économie mixte immobilières locales ainsi que pour toutes les formations au logement social (promotion, vente, location, gestion, etc.). Ne pas double indexer avec les autres descripteurs.;;;L0A4A6
42186;PROMOTION IMMOBILIERE;Promotion immobilière;421 IMMOBILIER;montage opération construction###montage opération immobilière###vente immeuble à construire;;Immobilier - 42154;;Maîtrise d'ouvrage BTP - 22269###Promotion immobilière - 42186;Activité d'une personne physique ou morale qui lance un programme de constructions individuelles ou collectives et en organise le financement en vue de la vente durant les opérations de construction ou après l'achèvement définitif des travaux.;;;;L0A4A7
42054;SERVICES COMMERCES PROXIMITE;Services commerces proximité;420 SERVICES COMMERCES PROXIMITE;gestion activité service###management activité service;;Commerce, marketing, finance;Blanchisserie - 42097###Bureau tabac - 42007###Casino - 42077###Discothèque club - 42074###Employé collectivité - 42069###Esthétique soin corporel - 42032###Lingerie - 42087###Nettoyage locaux - 42093###Nettoyage urbain - 42006###Organisation événement - 42008###Service funéraire - 42057###Service location - 42027###Service à la personne - 42056###Soin animalier - 42024###Teinturerie pressing - 42095;Commerce - 34554###Services commerces proximité - 42054;;;;;L0A5
42097;BLANCHISSERIE;Blanchisserie;420 SERVICES COMMERCES PROXIMITE;laverie###repassage blanchisserie;repasseur###repasseuse###teinturier blanchisseur###teinturière blanchisseuse;Services commerces proximité - 42054;;Blanchisserie - 42097###Repassage confection - 21740;;;;;L0A5A0
42007;BUREAU TABAC;Bureau tabac;420 SERVICES COMMERCES PROXIMITE;;buraliste;Services commerces proximité - 42054;;;;Employé pour toutes les formations destinées aux personnels des bureaux de tabac (techniques de vente, connaissance des produits, gestion, réglementation, sécurité...).;;;L0A5A1
42077;CASINO;Casino;420 SERVICES COMMERCES PROXIMITE;assistance utilisation machine à sous;croupier###croupière###employé de jeux###employée de jeux;Services commerces proximité - 42054;;Casino - 42077###Maintenance distributeur automatique - 24420###Monétique - 41031;;Employé pour toutes les formations destinées aux personnels des casinos et salles de jeux.;;;L0A5A2
42074;DISCOTHEQUE CLUB;Discothèque club;420 SERVICES COMMERCES PROXIMITE;boîte de nuit###night club;;Services commerces proximité - 42054;;;;Employé pour toutes les formations destinées aux personnels des discothèques clubs.;;;L0A5A3
